Date	Day	Action	Actor	Target	Agent	Event	Country	Location	Issue	Linkdate	Time	Reds	Red missing	Red injured	Red deaths	Whites	White missing	White injured	White dead	Source	No event	Sources
13-Jul-18	Sat	battle	Czech Legion	Bolsheviks		battle for city	Russia	Simbirsk	anti-Bolshevik			3001	0	8	3	1500	0	3	1	Mawdsley		
13-Jul-18	Sat	battle	Socialist Revolutionaries	Bolsheviks		SR forces hold Yaroslav	Russia	Yaroslav	anti-Bolshevik			1001	0	0	0	3001	0	0	0	Bunyan		
13-Jul-18	Sat	battle	Whites	Bolsheviks		Denikin attacks Red railroad center	Russia	Tikhoretskaia	civil war			10000	1001	301	31	9000	0	101	31	Kenez		
13-Jul-18	Sat	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
14-Jul-18	Sun	battle	Czech Legion	Bolsheviks		battle for city	Russia	Simbirsk	anti-Bolshevik			3001	0	8	3	1500	0	3	1	Mawdsley		
14-Jul-18	Sun	battle	Socialist Revolutionaries	Bolsheviks		SR forces hold Yaroslav	Russia	Yaroslav	anti-Bolshevik			1001	0	0	0	3001	0	0	0	Bunyan		
14-Jul-18	Sun	battle	Whites	Bolsheviks		Denikin takes Red railroad center	Russia	Tikhoretskaia	civil war			10000	1001	301	31	9000	0	101	31	Kenez		
14-Jul-18	Sun	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
15-Jul-18	Mon	battle	Czech Legion	Bolsheviks		battle for city	Russia	Simbirsk	anti-Bolshevik			3001	0	8	3	1500	0	3	1	Mawdsley		
15-Jul-18	Mon	battle	Socialist Revolutionaries	Bolsheviks		SR forces hold Yaroslav	Russia	Yaroslav	anti-Bolshevik			1001	0	0	0	3001	0	0	0	Bunyan		
15-Jul-18	Mon	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
16-Jul-18	Tue	battle	Czech Legion	Bolsheviks		battle for city	Russia	Simbirsk	anti-Bolshevik			3001	0	8	3	1500	0	3	1	Mawdsley		
16-Jul-18	Tue	battle	Socialist Revolutionaries	Bolsheviks		SR forces hold Yaroslav	Russia	Yaroslav	anti-Bolshevik			1001	0	0	0	3001	0	0	0	Bunyan		
16-Jul-18	Tue	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
17-Jul-18	Wed	battle	Czech Legion	Bolsheviks		battle for city	Russia	Simbirsk	anti-Bolshevik			3001	0	8	3	1500	0	3	1	Mawdsley		
17-Jul-18	Wed	battle	Socialist Revolutionaries	Bolsheviks		SR forces hold Yaroslav	Russia	Yaroslav	anti-Bolshevik			1001	0	0	0	3001	0	0	0	Bunyan		
17-Jul-18	Wed	battle	Whites	Bolsheviks		Whites break through Red defenses	Russia	Ekaterinburg	civil war			3000	101	301	31	5000	441	301	35	Lincoln		
17-Jul-18	Wed	execute	Bolsheviks	Romanovs		former Czar Romanov family shot dead	Russia	Ekaterinburg	revolution		2:45	8	0	0	0	15	0	0	15	Lincoln		
17-Jul-18	Wed	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
18-Jul-18	Thu	battle	Czech Legion	Bolsheviks		battle for city	Russia	Simbirsk	anti-Bolshevik			3001	0	8	3	1500	0	3	1	Mawdsley		
18-Jul-18	Thu	battle	Socialist Revolutionaries	Bolsheviks		SR forces hold Yaroslav	Russia	Yaroslav	anti-Bolshevik			1001	0	0	0	3001	0	0	0	Bunyan		
18-Jul-18	Thu	battle	Whites	Bolsheviks		attack Bolshevik force	Russia	Kavkazkaia	civil war			4000	301	301	31	3000	0	101	31	Kenez		
18-Jul-18	Thu	battle	Whites	Bolsheviks		attack Bolshevik force	Russia	Stavropol	civil war			10000	301	301	31	9000	0	101	31	Kenez		
18-Jul-18	Thu	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
19-Jul-18	Fri	battle	Czech Legion	Bolsheviks		battle for city	Russia	Simbirsk	anti-Bolshevik			3001	0	8	3	1500	0	3	1	Mawdsley		
19-Jul-18	Fri	battle	Socialist Revolutionaries	Bolsheviks		SR forces hold Yaroslav	Russia	Yaroslav	anti-Bolshevik			1001	0	0	0	3001	0	0	0	Bunyan		
19-Jul-18	Fri	battle	Whites	Bolsheviks		attack Bolshevik force	Russia	Stavropol	civil war			10000	301	301	31	9000	0	101	31	Kenez		
19-Jul-18	Fri	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
20-Jul-18	Sat	battle	Czech Legion	Bolsheviks		battle for city	Russia	Simbirsk	anti-Bolshevik			3001	0	8	3	1500	0	3	1	Mawdsley		
20-Jul-18	Sat	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
21-Jul-18	Sun	battle	Czech Legion	Bolsheviks		battle for city	Russia	Simbirsk	anti-Bolshevik			3001	0	8	3	1500	0	3	1	Mawdsley		
21-Jul-18	Sun	battle	Socialist Revolutionaries	Bolsheviks		Bolsheviks defeat SR forces	Russia	Yaroslav	civil war			5000	0	31	8	3000	301	101	31	Stewart		
22-Jul-18	Mon	attack	Bolsheviks	Whites		shell city to complete ruins	Russia	Yaroslav	civil war			5000	0	0	0	3000	350	101	57	Lincoln		
22-Jul-18	Mon	battle	Czech Legion	Bolsheviks		battle for city	Russia	Simbirsk	anti-Bolshevik			3001	0	8	3	1500	0	3	1	Mawdsley		
22-Jul-18	Mon	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
23-Jul-18	Tue	battle	Czech Legion	Bolsheviks		battle for city	Russia	Simbirsk	anti-Bolshevik			3001	0	8	3	1500	0	3	1	Mawdsley		
23-Jul-18	Tue	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
24-Jul-18	Wed	battle	Czech Legion	Bolsheviks		Czechs caputre Simbirsk	Russia	Simbirsk	anti-Bolshevik			3001	0	8	3	1500	0	3	1	Mawdsley		
24-Jul-18	Wed	execute	Bolsheviks	Whites		mass execution	Russia	Yaroslav	civil war			301	0	0	0	351	0	0	351	Lincoln		
24-Jul-18	Wed	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
25-Jul-18	Thu	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
26-Jul-18	Fri	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
27-Jul-18	Sat	battle	Bolsheviks	Whites		battle for control of the North Caucasus	Russia	Korenevskaya	civil war			10000	101	301	31	10000	0	301	101	Kenez		
27-Jul-18	Sat	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
28-Jul-18	Sun	shelling	UK forces	Bolsheviks		warships shell Bolshevik positions	Russia	Archangel	anti-Bolshevik			4000	0	3	1	5000	0	0	0	Hudson		
28-Jul-18	Sun	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
29-Jul-18	Mon	battle	Bolsheviks	Whites		battle for control of the North Caucasus	Russia	Korenevskaya	civil war			10000	101	301	31	10000	0	301	101	Kenez		
29-Jul-18	Mon	shelling	UK forces	Bolsheviks		warships shell Bolshevik positions	Russia	Archangel	anti-Bolshevik			4000	0	3	1	5000	0	0	0	Hudson		
29-Jul-18	Mon	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
30-Jul-18	Tue	assassination	Socialist Revolutionaries	Germany	commanding officer	Boris Danskoy murders 2 officers	Ukraine	Kiev	anti-German			0	0	0	0	1	0	0	0	Stewart		
30-Jul-18	Tue	battle	Bolsheviks	Whites		battle for control of the North Caucasus	Russia	Korenevskaya	civil war			10000	101	301	31	10000	0	301	101	Kenez		
30-Jul-18	Tue	shelling	UK forces	Bolsheviks		warships shell Bolshevik positions	Russia	Archangel	anti-Bolshevik			4000	0	3	1	5000	0	0	0	Hudson		
30-Jul-18	Tue	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
31-Jul-18	Wed	assassination	Socialist Revolutionaries	Czarist minister		former Minister of Education murdered	Ukraine	Poltava	revolution			1	0	0	0	1	0	0	1	Stewart		
31-Jul-18	Wed	battle	Bolsheviks	Whites		battle for control of the North Caucasus	Russia	Korenevskaya	civil war			10000	101	301	31	10000	0	301	101	Kenez		
31-Jul-18	Wed	shelling	UK forces	Bolsheviks		warships shell Bolshevik positions	Russia	Archangel	anti-Bolshevik			4000	0	3	1	5000	0	0	0	Hudson		
31-Jul-18	Wed	strike	workers	Germany		demand restoration of constitutional rights	Ukraine	Ukraine	anti-German			0	0	0	0	200000	0	0	0	Stewart		
1-Aug-18	Thu	battle	Bolsheviks	Whites		battle for control of the North Caucasus	Russia	Korenevskaya	civil war			10000	101	301	31	10000	0	301	101	Kenez		
1-Aug-18	Thu	battle	UK forces	Bolsheviks		take Archangel from the Bolsheviks	Russia	Archangel	anti-Bolshevik			4000	0	101	31	5000	0	31	8	Hudson		
2-Aug-18	Fri	battle	Bolsheviks	Whites		battle for control of the North Caucasus	Russia	Korenevskaya	civil war			10000	101	301	31	10000	0	301	101	Kenez		
2-Aug-18	Fri	battle	Bolsheviks	Whites		Whites drive Bolsheviks out of city	Russia	Archangel	civil war			3001	101	301	31	5000	0	101	3	Stewart		
2-Aug-18	Fri	mobilization	UK forces	Bolsheviks		UK forces land at Archangel	Russia	Archangel	anti-Bolshevik			1001	0	0	0	0	0	0	0	Bunyan		
3-Aug-18	Sat	battle	Bolsheviks	Whites		battle for control of the North Caucasus	Russia	Korenevskaya	civil war			10000	101	301	31	10000	0	301	101	Kenez		
3-Aug-18	Sat	mobilization	U.S. forces	Germany		U.S. forces land at Archangel	Russia	Archangel	WWI			0	0	0	0	301	0	0	0	Stewart		
4-Aug-18	Sun	battle	Bolsheviks	Whites		battle for control of the North Caucasus	Russia	Korenevskaya	civil war			10000	101	301	31	10000	0	301	101	Kenez		
5-Aug-18	Mon	arrest	Bolsheviks	foreigners		take British & French citizens into custody	Russia	Moscow	Bolshevik control			101	0	0	0	0	0	0	0	Bunyan		
5-Aug-18	Mon	battle	Bolsheviks	Whites		battle for control of the North Caucasus	Russia	Korenevskaya	civil war			10000	101	301	31	10000	0	301	101	Kenez		
6-Aug-18	Tue	battle	Bolsheviks	Whites		battle for control of the North Caucasus	Russia	Korenevskaya	civil war			10000	101	301	31	10000	0	301	101	Kenez		
6-Aug-18	Tue	battle	SR & Czech Legion	Bolsheviks		battle for Kazan	Russia	Kazan	anti-Bolshevik			1001	0	101	31	2500	0	31	8	Bunyan		
7-Aug-18	Wed	battle	Bolsheviks	Whites		Bolsheviks retrreat to Ekaterinodar	Russia	Korenevskaya	civil war			6500	0	101	31	8000	0	0	0	Kenez		
7-Aug-18	Wed	battle	SR & Czech Legion	Bolsheviks		KOMUCH forces defeat Bolsheviks	Russia	Kazan	anti-Bolshevik			4000	0	501	101	2500	0	101	8	Lincoln		
8-Aug-18	Thu	battle	Cossacks	Bolsheviks		attack & gain city	Russia	Stavropol	anti-Bolshevik			1001	0	301	31	301	0	0	0	Kenez		
9-Aug-18	Fri	battle	Whites	Bolsheviks		try to maintain city	Russia	Stavropol	civil war			701	0	101	31	4000	0	0	0	Kenez		
10-Aug-18	Sat	battle	Whites	Bolsheviks		Deniken's forces attack	Russia	Ekaterinodar	civil war			8000	0	101	31	9000	0	101	31	Loukomsky		
11-Aug-18	Sun	battle	Whites	Bolsheviks		Deniken's forces attack	Russia	Ekaterinodar	civil war			8000	0	101	31	9000	0	101	31	Loukomsky		
12-Aug-18	Mon	battle	Whites	Bolsheviks		Deniken's forces attack	Russia	Ekaterinodar	civil war			8000	0	101	31	9000	0	101	31	Loukomsky		
13-Aug-18	Tue	battle	Whites	Bolsheviks		Deniken's forces attack	Russia	Ekaterinodar	civil war			8000	0	101	31	9000	0	101	31	Loukomsky		
14-Aug-18	Wed	battle	Whites	Bolsheviks		Deniken's forces attack	Russia	Ekaterinodar	civil war			8000	0	101	31	9000	0	101	31	Loukomsky		
14-Aug-18	Wed	decree	Bolsheviks	deserters		will shoot dead any deserters	Russia	Russia	civil war			8	0	0	0	0	0	0	0	Bunyan		
15-Aug-18	Thu	battle	Whites	Bolsheviks		Deniken's forces attack	Russia	Ekaterinodar	civil war			8000	0	101	31	9000	0	101	31	Loukomsky		
15-Aug-18	Thu	execute	Red army	Bolsheviks		"arrest 30 officers, accuse of subversion & shoot dead"	Russia	Archangel	Bolshevik control			101	0	0	0	30	30	0	30	Bunyan		
15-Aug-18	Thu	rising	peasants	Bolsheviks		rise against Bolsheviks	Russia	Viatka	anti-Bolshevik			3001	0	8	3	2001	0	31	8	Bunyan		
16-Aug-18	Fri	battle	Whites	Bolsheviks		capture city	Russia	Ekaterinodar	civil war			8000	0	101	31	9000	0	101	31	Loukomsky		
16-Aug-18	Fri	march	Bolsheviks	Whites		march to Laba-Kuban region	Russia	Tikhoretskaia	civil war			15000	0	0	0	0	0	0	0	Kenez		
17-Aug-18	Sat	march	Bolsheviks	Whites		march to Armavir	Russia	Armavir	civil war			7000	0	0	0	0	0	0	0	Kenez		
17-Aug-18	Sat	march	Bolsheviks	Whites		march to Laba-Kuban region	Russia	Tikhoretskaia	civil war			15000	0	0	0	0	0	0	0	Kenez		
17-Aug-18	Sat	march	Bolsheviks	Whites		march to Stavropol	Russia	Stavropol	civil war			9000	0	0	0	0	0	0	0	Kenez		
17-Aug-18	Sat	march	Bolsheviks	Whites		march to Taman Peninsula	Russia	Taman peninsula	civil war			15000	0	0	0	0	0	0	0	Kenez		
17-Aug-18	Sat	rising	peasants	Bolsheviks		Bolsheviks repress peasant rising	Russia	Vitebsk	anti-Bolshevik			301	0	0	0	301	101	31	8	An Englishwoman		
18-Aug-18	Sun	march	Bolsheviks	Whites		march to Armavir	Russia	Armavir	civil war			7000	0	0	0	0	0	0	0	Kenez		
18-Aug-18	Sun	march	Bolsheviks	Whites		march to Laba-Kuban region	Russia	Tikhoretskaia	civil war			15000	0	0	0	0	0	0	0	Kenez		
18-Aug-18	Sun	march	Bolsheviks	Whites		march to Stavropol	Russia	Stavropol	civil war			9000	0	0	0	0	0	0	0	Kenez		
18-Aug-18	Sun	march	Bolsheviks	Whites		march to Taman Peninsula	Russia	Taman peninsula	civil war			15000	0	0	0	0	0	0	0	Kenez		
19-Aug-18	Mon	march	Bolsheviks	Whites		march to Armavir	Russia	Armavir	civil war			7000	0	0	0	0	0	0	0	Kenez		
19-Aug-18	Mon	march	Bolsheviks	Whites		march to Laba-Kuban region	Russia	Tikhoretskaia	civil war			15000	0	0	0	0	0	0	0	Kenez		
19-Aug-18	Mon	march	Bolsheviks	Whites		march to Stavropol	Russia	Stavropol	civil war			9000	0	0	0	0	0	0	0	Kenez		
19-Aug-18	Mon	march	Bolsheviks	Whites		march to Taman Peninsula	Russia	Taman peninsula	civil war			15000	0	0	0	0	0	0	0	Kenez		
20-Aug-18	Tue	decree	Bolsheviks	citizens		abolish ownership of real estate	Russia	Russia	Bolshevik control			8	0	0	0	0	0	0	0	Bunyan		
20-Aug-18	Tue	march	Bolsheviks	Whites		march to Armavir	Russia	Armavir	civil war			7000	0	0	0	0	0	0	0	Kenez		
20-Aug-18	Tue	march	Bolsheviks	Whites		march to Laba-Kuban region	Russia	Tikhoretskaia	civil war			15000	0	0	0	0	0	0	0	Kenez		
20-Aug-18	Tue	march	Bolsheviks	Whites		march to Stavropol	Russia	Stavropol	civil war			9000	0	0	0	0	0	0	0	Kenez		
20-Aug-18	Tue	march	Bolsheviks	Whites		march to Taman Peninsula	Russia	Taman peninsula	civil war			15000	0	0	0	0	0	0	0	Kenez		
21-Aug-18	Wed	march	Bolsheviks	Whites		march to Armavir	Russia	Armavir	civil war			7000	0	0	0	0	0	0	0	Kenez		
21-Aug-18	Wed	march	Bolsheviks	Whites		march to Laba-Kuban region	Russia	Tikhoretskaia	civil war			15000	0	0	0	0	0	0	0	Kenez		
21-Aug-18	Wed	march	Bolsheviks	Whites		march to Stavropol	Russia	Stavropol	civil war			9000	0	0	0	0	0	0	0	Kenez		
21-Aug-18	Wed	march	Bolsheviks	Whites		march to Taman Peninsula	Russia	Taman peninsula	civil war			15000	0	0	0	0	0	0	0	Kenez		
22-Aug-18	Thu	march	Bolsheviks	Whites		march to Armavir	Russia	Armavir	civil war			7000	0	0	0	0	0	0	0	Kenez		
22-Aug-18	Thu	march	Bolsheviks	Whites		march to Laba-Kuban region	Russia	Tikhoretskaia	civil war			15000	0	0	0	0	0	0	0	Kenez		
22-Aug-18	Thu	march	Bolsheviks	Whites		march to Stavropol	Russia	Stavropol	civil war			9000	0	0	0	0	0	0	0	Kenez		
22-Aug-18	Thu	march	Bolsheviks	Whites		march to Taman Peninsula	Russia	Taman peninsula	civil war			15000	0	0	0	0	0	0	0	Kenez		
23-Aug-18	Fri	march	Bolsheviks	Whites		march to Armavir	Russia	Armavir	civil war			7000	0	0	0	0	0	0	0	Kenez		
23-Aug-18	Fri	march	Bolsheviks	Whites		march to Laba-Kuban region	Russia	Tikhoretskaia	civil war			15000	0	0	0	0	0	0	0	Kenez		
23-Aug-18	Fri	march	Bolsheviks	Whites		march to Stavropol	Russia	Stavropol	civil war			9000	0	0	0	0	0	0	0	Kenez		
23-Aug-18	Fri	march	Bolsheviks	Whites		march to Taman Peninsula	Russia	Taman peninsula	civil war			15000	0	0	0	0	0	0	0	Kenez		
24-Aug-18	Sat	march	Bolsheviks	Whites		march to Armavir	Russia	Armavir	civil war			7000	0	0	0	0	0	0	0	Kenez		
24-Aug-18	Sat	march	Bolsheviks	Whites		march to Laba-Kuban region	Russia	Tikhoretskaia	civil war			15000	0	0	0	0	0	0	0	Kenez		
24-Aug-18	Sat	march	Bolsheviks	Whites		march to Stavropol	Russia	Stavropol	civil war			9000	0	0	0	0	0	0	0	Kenez		
24-Aug-18	Sat	march	Bolsheviks	Whites		march to Taman Peninsula	Russia	Taman peninsula	civil war			15000	0	0	0	0	0	0	0	Kenez		
25-Aug-18	Sun	march	Bolsheviks	Whites		march to Armavir	Russia	Armavir	civil war			7000	0	0	0	0	0	0	0	Kenez		
25-Aug-18	Sun	march	Bolsheviks	Whites		march to Laba-Kuban region	Russia	Tikhoretskaia	civil war			15000	0	0	0	0	0	0	0	Kenez		
25-Aug-18	Sun	march	Bolsheviks	Whites		march to Stavropol	Russia	Stavropol	civil war			9000	0	0	0	0	0	0	0	Kenez		
25-Aug-18	Sun	march	Bolsheviks	Whites		march to Taman Peninsula	Russia	Taman peninsula	civil war			15000	0	0	0	0	0	0	0	Kenez		
26-Aug-18	Mon	march	Bolsheviks	Whites		march to Armavir	Russia	Armavir	civil war			7000	0	0	0	0	0	0	0	Kenez		
26-Aug-18	Mon	march	Bolsheviks	Whites		march to Laba-Kuban region	Russia	Tikhoretskaia	civil war			15000	0	0	0	0	0	0	0	Kenez		
26-Aug-18	Mon	march	Bolsheviks	Whites		march to Stavropol	Russia	Stavropol	civil war			9000	0	0	0	0	0	0	0	Kenez		
26-Aug-18	Mon	march	Bolsheviks	Whites		march to Taman Peninsula	Russia	Taman peninsula	civil war			15000	0	0	0	0	0	0	0	Kenez		
27-Aug-18	Tue	march	Bolsheviks	Whites		march to Armavir	Russia	Armavir	civil war			7000	0	0	0	0	0	0	0	Kenez		
27-Aug-18	Tue	march	Bolsheviks	Whites		march to Laba-Kuban region	Russia	Tikhoretskaia	civil war			15000	0	0	0	0	0	0	0	Kenez		
27-Aug-18	Tue	march	Bolsheviks	Whites		march to Stavropol	Russia	Stavropol	civil war			9000	0	0	0	0	0	0	0	Kenez		
27-Aug-18	Tue	march	Bolsheviks	Whites		march to Taman Peninsula	Russia	Taman peninsula	civil war			15000	0	0	0	0	0	0	0	Kenez		
27-Aug-18	Tue	treaty	Bolsheviks	Germany		Lenin promises not to fight in the west	Russia	Moscow	Bolshevik control			1	0	0	0	0	0	0	0	Swain 2000		
28-Aug-18	Wed	attack	peasants	Bolsheviks		attack Bolshevik officials	Russia	Saratov	anti-Bolshevik			31	0	0	4	101	0	0	0	Bunyan		
28-Aug-18	Wed	march	Bolsheviks	Whites		march to Armavir	Russia	Armavir	civil war			7000	0	0	0	0	0	0	0	Kenez		
28-Aug-18	Wed	march	Bolsheviks	Whites		march to Laba-Kuban region	Russia	Tikhoretskaia	civil war			15000	0	0	0	0	0	0	0	Kenez		
28-Aug-18	Wed	march	Bolsheviks	Whites		march to Stavropol	Russia	Stavropol	civil war			9000	0	0	0	0	0	0	0	Kenez		
29-Aug-18	Thu	march	Bolsheviks	Whites		march to Armavir	Russia	Armavir	civil war			7000	0	0	0	0	0	0	0	Kenez		
29-Aug-18	Thu	march	Bolsheviks	Whites		march to Laba-Kuban region	Russia	Tikhoretskaia	civil war			15000	0	0	0	0	0	0	0	Kenez		
29-Aug-18	Thu	march	Bolsheviks	Whites		march to Stavropol	Russia	Stavropol	civil war			9000	0	0	0	0	0	0	0	Kenez		
30-Aug-18	Fri	assassination	Left SR	Bolsheviks		shoot dead local Cheka head	Russia	Petrograd	anti-Bolshevik		11:30	1	0	0	1	1	1	0	1	Lincoln		
30-Aug-18	Fri	assassination	SR woman	Bolsheviks		shoots Lenin 3 times	Russia	Moscow	anti-Bolshevik			1	0	1	0	1	1	0	0	Lincoln		
30-Aug-18	Fri	march	Bolsheviks	Whites		march to Armavir	Russia	Armavir	civil war			7000	0	0	0	0	0	0	0	Kenez		
30-Aug-18	Fri	march	Bolsheviks	Whites		march to Laba-Kuban region	Russia	Tikhoretskaia	civil war			15000	0	0	0	0	0	0	0	Kenez		
30-Aug-18	Fri	march	Bolsheviks	Whites		march to Stavropol	Russia	Stavropol	civil war			9000	0	0	0	0	0	0	0	Kenez		
30-Aug-18	Fri	march	Bolsheviks	Whites		march to Taman Peninsula	Russia	Taman peninsula	civil war			15000	0	0	0	0	0	0	0	Kenez		
31-Aug-18	Sat	arrest	Whites	Bolsheviks		Cheka raids British embassy to arrest 'conspirators'	Russia	Petrograd	Bolshevik control		18:00	8	0	2	1	30	30	0	0	Bunyan		
1-Sep-18	Sun	arrest	Bolsheviks	UK envoy		arrest UK envoy	Russia	Moscow	Bolshevik control			8	0	0	0	0	0	0	0	Bunyan		
1-Sep-18	Sun	execute	Bolsheviks	peasants		arrest & execute peasants	Russia	Saratov	Bolshevik control	8/28/1918		101	0	0	0	31	31	0	19	Bunyan		
2-Sep-18	Mon	battle	peasants	Bolsheviks		against seizure of grain	Russia	Matrenka	anti-Bolshevik			31	0	8	3	101	0	0	0	Bunyan		
2-Sep-18	Mon	execute	Bolsheviks	Whites		shoot dead all hostages	Russia	Petrograd	Bolshevik control			101	0	0	0	512	512	0	512	Bunyan		
3-Sep-18	Tue	decree	Bolsheviks	unemployed		unemployed are forced to work	Russia	Russia	Bolshevik control			8	0	0	0	0	0	0	0	Bunyan		
3-Sep-18	Tue	execute	Bolsheviks	SR woman		Lenin's would-be assassin is shot dead	Russia	Moscow	Bolshevik control		16:00	8	0	0	0	1	1	0	1	Lincoln		
4-Sep-18	Wed	battle	peasants	Bolsheviks		against seizure of grain	Russia	Driazgi	anti-Bolshevik			31	0	8	3	101	0	0	0	Bunyan		
5-Sep-18	Thu	execute	Bolsheviks	Whites		"shoot dead ""counter-revolutionary"" prisoners"	Russia	Moscow	Bolshevik control			101	0	0	0	512	512	0	512	Lincoln		
5-Sep-18	Thu	execute	Bolsheviks	Whites		shoot dead Tsarist officials	Russia	Petrograd	Bolshevik control			101	0	0	0	29	29	0	29	Bunyan		
5-Sep-18	Thu	mobilization	U.S. forces	Bolsheviks		U.S. forces land at Archangel	Russia	Archangel	anti-Bolshevik			3001	0	0	0	5500	0	0	0	Stewart		
6-Sep-18	Fri	battle	peasants	Bolsheviks		against seizure of grain	Russia	Talinsk-Chemlyk	anti-Bolshevik			31	0	8	3	101	0	0	0	Bunyan		
