Date,Day,Action,Actor,Target,Agent,Event,State,Location,Issue,Linked date,Time/Duration,side1troops,side1arrests,side1injured,side1killed,side2troops,side2arrests,side2injured,side2killed,Source,no event,Sources
19-Jun-61,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
20-Jun-61,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
21-Jun-61,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
22-Jun-61,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
23-Jun-61,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
24-Jun-61,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
25-Jun-61,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
26-Jun-61,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
27-Jun-61,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
28-Jun-61,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
29-Jun-61,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
30-Jun-61,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
30-Jun-61,Sun,break out,Confederates,Union,,CSS Sumter breaks through U.S. blockade,Mississippi,Mississippi River,secession,,,31,0,0,0,1001,0,0,0,Faust,,
1-Jul-61,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
2-Jul-61,Tue,rally,Western Virginians,Union,,U.S. recognizes West Virginia as a state,West Virginia,West Virginia,statehood,,,0,0,0,0,301,0,0,0,Bowman,,
2-Jul-61,Tue,battle,Union,Confederates,,battle arises in West Virginia; Union victory,West Virginia,Hoke's Run,civil war,,,1200,0,8,3,1500,0,6,1,Bowman,,
3-Jul-61,Wed,occupation,Union,Confederates,,"General Patterson moves into Martinsburg, pushing rebels out",Virginia,Martinsburg,civil war,,,10000,0,13,3,12000,0,10,3,Katcher,,
3-Jul-61,Wed,battle,Confederates,Union,,rebel forces drive federals out of fort,New Mexico,Fort McLane,civil war,,,250,0,0,0,500,0,0,0,Katcher,,
4-Jul-61,Thu,mobilization,Union,Confederates,,"Lincoln asks for 400,000 more troops",Washington,District of Columbia,civil war,,,0,0,0,0,1,0,0,0,Bowman,,
5-Jul-61,Fri,battle,Missouri,Union,,federal forces battle CSA-supporting troops,Missouri,Carthage,civil war,,,4000,0,120,45,1100,0,31,13,Bowman,,
6-Jul-61,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
7-Jul-61,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
7-Jul-61,Sun,battle,Union,Confederates,,Col. Stone's troops battle Gen. Johnston's rebels,Virginia,Harper's Ferry,civil war,,,4000,0,8,3,2500,0,8,3,Faust,,
8-Jul-61,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
9-Jul-61,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
10-Jul-61,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
10-Jul-61,Wed,march,Union,Confederates,,McClellan marches troops to Rich mountain,West Virginia,Corrick's Ford,civil war,,,2000,0,0,0,8000,0,0,0,Bowman,,
11-Jul-61,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
11-Jul-61,Thu,battle,Union,Confederates,,come up on rear of rebels; engage battle,West Virginia,Corrick's Ford,civil war,,,2000,0,8,3,8000,0,7,4,Katcher,,
12-Jul-61,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
12-Jul-61,Fri,battle,Union,Confederates,,come up on rear of rebels; engage battle,West Virginia,Corrick's Ford,civil war,,,2000,0,33,13,8000,0,7,4,Katcher,,
13-Jul-61,Sat,battle,Union,Confederates,,rebels surrender,West Virginia,Corrick's Ford,civil war,,,2000,555,33,13,8000,0,7,4,Katcher,,
13-Jul-61,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
13-Jul-61,Sat,battle,Union,Confederates,,battle on Laurel mountain,West Virginia,Laurel Mountain,civil war,,,4500,50,10,10,20000,0,22,0,Faust,,
14-Jul-61,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
14-Jul-61,Sun,march,Union,Confederates,,march into Virginia,Virginia,Fairfax,civil war,,,0,0,0,0,40000,0,0,0,Bowman,,
15-Jul-61,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
16-Jul-61,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
17-Jul-61,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
18-Jul-61,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
18-Jul-61,Thu,battle,Union,Confederates,,surprise battle begins when 2 sides encounter each other,Virginia,Blackburn's Ford,civil war,,,22000,0,53,15,40000,0,38,19,Bowman,,
19-Jul-61,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
20-Jul-61,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
21-Jul-61,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
21-Jul-61,Sun,battle,Union,Confederates,,first battle of Bull Run,Virginia,Bull Run,civil war,,,40000,13,1582,387,53000,1312,1124,460,Faust,,
22-Jul-61,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
22-Jul-61,Mon,maintain Union,Missouri,Union,,legislature votes to remain in union; governor objects,Missouri,Jefferson City,secession,,,0,0,0,0,101,0,0,0,Bowman,,
23-Jul-61,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
24-Jul-61,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
24-Jul-61,Wed,battle,Union,Confederates,,union forces drive back Confederates,Virginia,Tyler mountain,civil war,,,12000,0,8,3,14000,0,8,3,Bowman,,
25-Jul-61,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
25-Jul-61,Thu,battle,Missouri,Union,,pro-CSA forces clash with union troops,Missouri,Dug Springs,secession,,,301,0,8,3,500,0,3,1,Bowman,,
25-Jul-61,Thu,battle,Confederates,Union,,rebel forces drive federals out of fort,New Mexico,Fort Fillmore,civil war,,,250,0,3,1,700,550,0,3,Faust,,
26-Jul-61,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
27-Jul-61,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
28-Jul-61,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
28-Jul-61,Sun,occupation,Confederates,Union,,occupy town near Tennessee & Kentucky,Missouri,New Madrid,civil war,,,4000,0,0,0,0,0,0,0,Katcher,,
29-Jul-61,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
30-Jul-61,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
30-Jul-61,Tue,impeachment,Missouri,Confederates,,legislature removes governor & cabinet,Missouri,Jefferson City,civil war,,,25,0,0,0,56,0,0,0,Bowman,,
31-Jul-61,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
1-Aug-61,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
2-Aug-61,Fri,battle,Confederates,Union,,rebel forces drive federals out of fort,New Mexico,Fort Stanton,civil war,,,250,0,0,0,500,0,0,0,Bowman,,
3-Aug-61,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
4-Aug-61,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
5-Aug-61,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
5-Aug-61,Mon,capture,Union,Confederates,ship,USS Vincennes captures blockade runner Alvarado,Florida,Fernandina,civil war,,,31,31,0,0,101,0,0,0,Bowman,,
6-Aug-61,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
7-Aug-61,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
7-Aug-61,Wed,burn,Confederates,town,,burn town for sheltering runaway slaves,Virginia,Hampton,slave hiding,,,7000,0,0,0,0,0,0,0,Bowman,,
8-Aug-61,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
9-Aug-61,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
10-Aug-61,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
10-Aug-61,Sat,battle,Union,Confederates,,rebel troops joined by Missouri militia attack Union,Missouri,Wilson's Creek,civil war,,,15000,0,1300,421,5400,0,721,263,Bowman,,
11-Aug-61,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
12-Aug-61,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
12-Aug-61,Mon,attack,Apache Indians,Confederates,,Indians attack regiment,Texas,Texas,anti-CSA Indians,,,1001,0,0,15,0,0,0,0,Bowman,,
13-Aug-61,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
14-Aug-61,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
14-Aug-61,Wed,martial law,Union,St. Louis,,General Fremont declares martial law to regain control,Missouri,St. Louis,civil war,,,0,0,0,0,1,0,0,0,Bowman,,
14-Aug-61,Wed,mutiny,New York troops,Union,,rise against officers to gain leaves,West Virginia,Wheeling,soldiers' rights,,,0,0,0,0,700,0,0,0,Bowman,,
15-Aug-61,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
15-Aug-61,Thu,mutiny,Maine troops,Union,,rise against officers to gain leaves,West Virginia,Wheeling,soldiers' rights,,,0,0,0,0,600,0,0,0,Bowman,,
15-Aug-61,Thu,mobilization,Union,Confederates,,Lincoln approves reinforcements for Missouri,Washington,District of Columbia,Missouri threat,,,0,0,0,0,1,0,0,0,Bowman,,
16-Aug-61,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
16-Aug-61,Fri,battle,Union,Confederates,,continued conflict in Missouri,Missouri,Fredericktown,civil war,,,1001,0,0,0,3001,0,0,0,Bowman,,
16-Aug-61,Fri,battle,Union,Confederates,,continued conflict in Missouri,Missouri,Kirkville,civil war,,,1001,0,0,0,3001,0,0,0,Bowman,,
16-Aug-61,Fri,censorship,Union,newspapers,,U.S. shuts down pro-CSA papers in the north,Union,Union,treason,,,0,0,0,0,101,0,0,0,Bowman,,
17-Aug-61,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
18-Aug-61,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
19-Aug-61,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
20-Aug-61,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
20-Aug-61,Tue,battle,Union,Confederates,,continued conflict in Missouri,Missouri,Jonesboro,civil war,,,1001,0,0,0,1001,0,0,0,Bowman,,
21-Aug-61,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
22-Aug-61,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
23-Aug-61,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
24-Aug-61,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
24-Aug-61,Sat,battle,Union,Confederates,,continued conflict in Missouri,Missouri,Klapsford,civil war,,,1001,0,0,0,1001,0,0,0,Bowman,,
25-Aug-61,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
26-Aug-61,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
26-Aug-61,Mon,battle,Union,Confederates,,sporadic battles in western Virginia,Virginia,Wayne,civil war,,,15000,0,0,0,15000,0,0,0,Bowman,,
27-Aug-61,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
27-Aug-61,Tue,landing,Union,Confederates,,union troops land at Cape Hatteras,North Carolina,Cape Hatteras,civil war,,,3001,0,8,3,3001,0,8,3,Bowman,,
28-Aug-61,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
28-Aug-61,Wed,battle,Union,Confederates,,union troops take Fort Hatteras,North Carolina,Cape Hatteras,civil war,,,3001,0,8,3,3001,0,8,3,Gallman,,
29-Aug-61,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
30-Aug-61,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
31-Aug-61,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
1-Sep-61,Sun,battle,Union,Confederates,,skirmishes in west Virginia,Virginia,Burlington,civil war,,,15000,0,8,3,15000,0,8,3,Bowman,,
1-Sep-61,Sun,battle,Union,Missouri,,conflict in Jefferson county,Missouri,Jefferson County,civil war,,,3001,0,8,3,3001,0,8,3,Bowman,,
2-Sep-61,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
3-Sep-61,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
4-Sep-61,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
5-Sep-61,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
6-Sep-61,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
7-Sep-61,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
8-Sep-61,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
9-Sep-61,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
9-Sep-61,Mon,battle,Union,Confederates,,light conflict in Virginia,Virginia,Carnifex Ferry,civil war,,,2600,0,8,3,15000,0,8,3,Bowman,,
10-Sep-61,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
10-Sep-61,Tue,battle,Union,Confederates,,General Rosecrans pursues Confederates,Virginia,Carnifex Ferry,civil war,,,2600,0,31,8,15000,0,8,3,Bowman,,
11-Sep-61,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
11-Sep-61,Wed,battle,Confederates,Union,,General Lee attacks Union forces,Virginia,Cheat Mountain,civil war,,,15000,0,101,50,2000,0,8,3,Faust,,
12-Sep-61,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
12-Sep-61,Thu,battle,Confederates,Union,,General Lee attacks Union forces,Virginia,Cheat Mountain,civil war,,,15000,0,101,50,2000,0,6,1,Faust,,
12-Sep-61,Thu,arrest,Union,Confederates,,Maryland legislators sympathetic to CSA arrests,Maryland,Annapolis,treason,,,8,8,0,0,8,0,0,0,Arnold & Wiener,,
13-Sep-61,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
13-Sep-61,Fri,battle,Confederates,Union,,General Lee attacks Union forces,Virginia,Cheat Mountain,civil war,,,15000,0,101,50,2000,0,6,1,Faust,,
14-Sep-61,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
14-Sep-61,Sat,battle,Confederates,Union,,General Lee attacks Union forces,Virginia,Cheat Mountain,civil war,,,15000,0,101,50,2000,0,6,1,Faust,,
15-Sep-61,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
15-Sep-61,Sun,battle,Confederates,Union,,General Lee attacks Union forces,Virginia,Cheat Mountain,civil war,,,15000,0,101,50,2000,0,6,1,Faust,,
16-Sep-61,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
16-Sep-61,Mon,capture,Union,Confederates,,USS Conestoga captures 2 CSA vessels,Kentucky,Cumberland River,civil war,,,62,62,0,0,31,0,0,0,Bowman,,
16-Sep-61,Mon,occupation,Union,Confederates,,union forces occupy Ship Island,Mississippi,Ship Island,civil war,,,0,0,0,0,301,0,0,0,Bowman,,
16-Sep-61,Mon,attack,Confederates,Union,,rebel forces press union troops in Missouri,Missouri,Lexington,civil war,,,18000,0,13,5,3600,0,31,10,Bowman,,
17-Sep-61,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
17-Sep-61,Tue,attack,Confederates,Union,,rebel forces press union troops in Missouri,Missouri,Lexington,civil war,,,17982,0,13,5,3559,0,31,10,Bowman,,
18-Sep-61,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
18-Sep-61,Wed,attack,Confederates,Union,,rebel forces press union troops in Missouri,Missouri,Lexington,civil war,,,17964,0,13,5,3518,0,31,10,Bowman,,
19-Sep-61,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
19-Sep-61,Thu,attack,Confederates,Union,,rebel forces press union troops in Missouri,Missouri,Lexington,civil war,,,17946,0,13,5,3477,0,31,9,Bowman,,
19-Sep-61,Thu,attack,Confederates,Kentucky,,pro-union forces besieged by rebel troops,Kentucky,Barboursville,civil war,,,6000,0,8,3,5000,0,31,8,Bowman,,
20-Sep-61,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Katcher,,
20-Sep-61,Fri,surrender,Union,Confederates,,Union forces surrender under siege,Missouri,Lexington,civil war,,,17946,0,0,0,3477,0,0,0,Bowman,,
